Tribe...1,Tribe...2,cluster,profile length,Gene ID,function,SP ?,SSP,species,iso,tair
1239,f1239,c2106,37,tair10_AT2G23755.1,NA,?,NA,tair10,1,AT2G23755
1252,f1252,c2119,48,tair10_AT5G45040.1,NA,NA,NA,tair10,1,AT5G45040
1253,f1253,c211,39,tair10_AT3G52105.1,NA,?,NA,tair10,1,AT3G52105
1263,f1263,c212,45,tair10_AT1G09330.1,NA,NA,NA,tair10,1,AT1G09330
1284,f1284,c214,44,tair10_AT2G20515.1,NA,?,NA,tair10,1,AT2G20515
1296,f1296,c2160,32,tair10_AT3G43110.1,NA,NA,NA,tair10,1,AT3G43110
1296,f1296,c2160,32,tair10_AT5G20790.1,NA,NA,NA,tair10,1,AT5G20790
1328,f1328,c2192,38,tair10_AT1G16825.1,NA,NA,NA,tair10,1,AT1G16825
1328,f1328,c2192,38,tair10_AT1G78895.1,NA,NA,NA,tair10,1,AT1G78895
1336,f1336,c21,23,tair10_AT1G28335.1,cystein-rich,? in both,NA,tair10,1,AT1G28335
1336,f1336,c21,23,tair10_AT1G49435.1,cystein-rich,? in both,NA,tair10,1,AT1G49435
1336,f1336,c21,23,tair10_AT2G10535.1,cystein-rich,? in both,NA,tair10,1,AT2G10535
1336,f1336,c21,23,tair10_AT2G14935.1,cystein-rich,? in both,NA,tair10,1,AT2G14935
1336,f1336,c21,23,tair10_AT2G15535.1,cystein-rich,? in both,NA,tair10,1,AT2G15535
1336,f1336,c21,23,tair10_AT2G22121.1,cystein-rich,? in both,NA,tair10,1,AT2G22121
1336,f1336,c21,23,tair10_AT2G25344.1,cystein-rich,? in both,NA,tair10,1,AT2G25344
1336,f1336,c21,23,tair10_AT2G27145.1,LCR,? in both,NA,tair10,1,AT2G27145
1336,f1336,c21,23,tair10_AT2G28355.1,LCR,? in both,NA,tair10,1,AT2G28355
1336,f1336,c21,23,tair10_AT2G28405.1,LCR,? in both,NA,tair10,1,AT2G28405
1336,f1336,c21,23,tair10_AT3G04943.1,cystein-rich,? in both,NA,tair10,1,AT3G04943
1336,f1336,c21,23,tair10_AT3G04945.1,cystein-rich,? in both,NA,tair10,1,AT3G04945
1336,f1336,c21,23,tair10_AT3G20993.1,cystein-rich,? in both,NA,tair10,1,AT3G20993
1336,f1336,c21,23,tair10_AT3G20997.1,cystein-rich,? in both,NA,tair10,1,AT3G20997
1336,f1336,c21,23,tair10_AT3G23165.1,cystein-rich,? in both,NA,tair10,1,AT3G23165
1336,f1336,c21,23,tair10_AT3G23167.1,cystein-rich,? in both,NA,tair10,1,AT3G23167
1336,f1336,c21,23,tair10_AT3G25265.1,cystein-rich,? in both,NA,tair10,1,AT3G25265
1336,f1336,c21,23,tair10_AT3G43083.1,LCR,? in both,NA,tair10,1,AT3G43083
1336,f1336,c21,23,tair10_AT3G43505.1,cystein-rich,? in both,NA,tair10,1,AT3G43505
1336,f1336,c21,23,tair10_AT3G61172.1,cystein-rich,? in both,NA,tair10,1,AT3G61172
1336,f1336,c21,23,tair10_AT3G61175.1,cystein-rich,? in both,NA,tair10,1,AT3G61175
1336,f1336,c21,23,tair10_AT3G61177.1,cystein-rich,? in both,NA,tair10,1,AT3G61177
1336,f1336,c21,23,tair10_AT3G61182.1,cystein-rich,? in both,NA,tair10,1,AT3G61182
1336,f1336,c21,23,tair10_AT4G09153.1,cystein-rich,? in both,NA,tair10,1,AT4G09153
1336,f1336,c21,23,tair10_AT4G09647.1,cystein-rich,? in both,NA,tair10,1,AT4G09647
1336,f1336,c21,23,tair10_AT4G09795.1,cystein-rich,? in both,NA,tair10,1,AT4G09795
1336,f1336,c21,23,tair10_AT4G09984.1,cystein-rich,? in both,NA,tair10,1,AT4G09984
1336,f1336,c21,23,tair10_AT4G10595.1,cystein-rich,? in both,NA,tair10,1,AT4G10595
1336,f1336,c21,23,tair10_AT4G10603.1,cystein-rich,? in both,NA,tair10,1,AT4G10603
1336,f1336,c21,23,tair10_AT4G11485.1,LCR,? in both,NA,tair10,1,AT4G11485
1336,f1336,c21,23,tair10_AT4G11760.1,LCR,? in both,NA,tair10,1,AT4G11760
1336,f1336,c21,23,tair10_AT4G13095.1,cystein-rich,? in both,NA,tair10,1,AT4G13095
1336,f1336,c21,23,tair10_AT4G19038.1,cystein-rich,? in both,NA,tair10,1,AT4G19038
1336,f1336,c21,23,tair10_AT4G19905.1,cystein-rich,? in both,NA,tair10,1,AT4G19905
1336,f1336,c21,23,tair10_AT4G29273.1,cystein-rich,? in both,NA,tair10,1,AT4G29273
1336,f1336,c21,23,tair10_AT4G29280.1,cystein-rich,? in both,NA,tair10,1,AT4G29280
1336,f1336,c21,23,tair10_AT4G29283.1,cystein-rich,? in both,NA,tair10,1,AT4G29283
1336,f1336,c21,23,tair10_AT4G29285.1,cystein-rich,? in both,NA,tair10,1,AT4G29285
1336,f1336,c21,23,tair10_AT4G29290.1,cystein-rich,? in both,NA,tair10,1,AT4G29290
1336,f1336,c21,23,tair10_AT4G29300.1,cystein-rich,? in both,NA,tair10,1,AT4G29300
1336,f1336,c21,23,tair10_AT4G29305.1,cystein-rich,? in both,NA,tair10,1,AT4G29305
1336,f1336,c21,23,tair10_AT4G30070.1,cystein-rich,? in both,NA,tair10,1,AT4G30070
1336,f1336,c21,23,tair10_AT4G30074.1,cystein-rich,? in both,NA,tair10,1,AT4G30074
1336,f1336,c21,23,tair10_AT5G38317.1,cystein-rich,? in both,NA,tair10,1,AT5G38317
1336,f1336,c21,23,tair10_AT5G38330.1,cystein-rich,? in both,NA,tair10,1,AT5G38330
1336,f1336,c21,23,tair10_AT5G42242.1,cystein-rich,? in both,NA,tair10,1,AT5G42242
1336,f1336,c21,23,tair10_AT5G42797.1,cystein-rich,? in both,NA,tair10,1,AT5G42797
1336,f1336,c21,23,tair10_AT5G47075.1,cystein-rich,? in both,NA,tair10,1,AT5G47075
1336,f1336,c21,23,tair10_AT5G47077.1,cystein-rich,? in both,NA,tair10,1,AT5G47077
1336,f1336,c21,23,tair10_AT5G47175.1,cystein-rich,? in both,NA,tair10,1,AT5G47175
1336,f1336,c21,23,tair10_AT5G48543.1,LCR,? in both,NA,tair10,1,AT5G48543
1336,f1336,c21,23,tair10_AT5G48905.1,cystein-rich,? in both,NA,tair10,1,AT5G48905
1346,f1346,c220,49,tair10_AT4G00860.1,ozone-induced,N,NA,tair10,1,AT4G00860
1368,f1368,c222,33,tair10_AT2G41475.1,embryo-specific,?,NA,tair10,1,AT2G41475
1368,f1368,c222,33,tair10_AT5G62200.1,embryo-specific,?,NA,tair10,1,AT5G62200
1388,f1388,c224,42,tair10_AT1G11500.1,NA,?,NA,tair10,1,AT1G11500
1388,f1388,c224,42,tair10_AT2G32280.1,NA,?,NA,tair10,1,AT2G32280
1388,f1388,c224,42,tair10_AT4G21310.1,NA,?,NA,tair10,1,AT4G21310
1391,f1391,c2252,36,tair10_AT5G45469.1,NA,NA,NA,tair10,1,AT5G45469
1442,f1442,c22,35,tair10_AT1G30795.1,NA,?,NA,tair10,1,AT1G30795
1442,f1442,c22,35,tair10_AT2G22510.1,hydroxyP-rich glycoprotein,?,NA,tair10,1,AT2G22510
1442,f1442,c22,35,tair10_AT2G34870.1,NA,?,NA,tair10,1,AT2G34870
1442,f1442,c22,35,tair10_AT4G38080.1,hydroxyP-rich glycoprotein,?,NA,tair10,1,AT4G38080
1442,f1442,c22,35,tair10_AT5G09520.1,hydroxyP-rich glycoprotein,?,NA,tair10,1,AT5G09520
1453,f1453,c230,45,tair10_AT2G06925.1,phospholipase,N,NA,tair10,1,AT2G06925
1469,f1469,c2324,29,tair10_AT1G20470.1,NA,NA,NA,tair10,1,AT1G20470
1485,f1485,c233,50,tair10_AT1G09645.1,NA,?,NA,tair10,1,AT1G09645
1485,f1485,c233,50,tair10_AT1G57765.1,NA,?,NA,tair10,1,AT1G57765
1528,f1528,c237,37,tair10_AT1G49800.1,PIPL1,?,PIP/PIPL,tair10,1,AT1G49800
1528,f1528,c237,37,tair10_AT2G23270.1,PIP3,?,PIP/PIPL,tair10,1,AT2G23270
1528,f1528,c237,37,tair10_AT4G37290.1,PIP2,?,PIP/PIPL,tair10,1,AT4G37290
1539,f1539,c238,45,tair10_AT5G14105.1,NA,?,NA,tair10,1,AT5G14105
1540,f1540,c2390,48,tair10_AT1G24520.1,arabinogalactan/plastocyanin,?,NA,tair10,1,AT1G24520
1540,f1540,c2390,48,tair10_AT3G26110.1,hydroxyP-rich glycoprotein/plastocyanin-like,N,NA,tair10,1,AT3G26110
1546,f1546,c2396,33,tair10_AT5G64620.1,pectinesterase inhibitor,N,NA,tair10,1,AT5G64620
1550,f1550,c239,32,tair10_AT1G56415.1,cystein-rich,? in both,NA,tair10,1,AT1G56415
1550,f1550,c239,32,tair10_AT2G20595.1,thionin,? in both,NA,tair10,1,AT2G20595
1550,f1550,c239,32,tair10_AT2G20597.1,thionin,? in both,NA,tair10,1,AT2G20597
1550,f1550,c239,32,tair10_AT2G20605.1,thionin,? in both,NA,tair10,1,AT2G20605
1550,f1550,c239,32,tair10_AT2G20618.1,thionin,? in both,NA,tair10,1,AT2G20618
1550,f1550,c239,32,tair10_AT2G20619.1,thionin,? in both,NA,tair10,1,AT2G20619
1550,f1550,c239,32,tair10_AT3G44718.1,thionin,? in both,NA,tair10,1,AT3G44718
1550,f1550,c239,32,tair10_AT5G26673.1,thionin/stigma specific,? in both,NA,tair10,1,AT5G26673
1550,f1550,c239,32,tair10_AT5G26692.1,thionin,? in both,NA,tair10,1,AT5G26692
1550,f1550,c239,32,tair10_AT5G26717.1,thionin,? in both,NA,tair10,1,AT5G26717
1550,f1550,c239,32,tair10_AT5G58412.1,thionin,? in both,NA,tair10,1,AT5G58412
1550,f1550,c239,32,tair10_AT5G63063.1,thionin/stigma specific,? in both,NA,tair10,1,AT5G63063
1550,f1550,c239,32,tair10_AT5G63085.1,thionin,? in both,NA,tair10,1,AT5G63085
1550,f1550,c239,32,tair10_AT5G63087.1,thionin,? in both,NA,tair10,1,AT5G63087
1572,f1572,c241,43,tair10_AT3G01130.1,AUCSIA-related tribe,Y,NA,tair10,1,AT3G01130
1572,f1572,c241,43,tair10_AT5G15320.1,AUCSIA-related tribe,Y,NA,tair10,1,AT5G15320
1583,f1583,c242,40,tair10_ATCG00550.1,plast,N,NA,tair10,1,ATCG00550
1615,f1615,c245,47,tair10_AT3G59280.1,TRX1/signaling,?,NA,tair10,1,AT3G59280
1615,f1615,c245,47,tair10_AT5G61880.1,TRX1/signaling,?,NA,tair10,1,AT5G61880
1625,f1625,c246,48,tair10_AT3G05230.1,signal peptidase,N,NA,tair10,1,AT3G05230
1625,f1625,c246,48,tair10_AT5G27430.1,signal peptidase,N,NA,tair10,1,AT5G27430
1635,f1635,c2479,45,tair10_AT5G42530.1,NA,NA,NA,tair10,1,AT5G42530
1667,f1667,c250,50,tair10_ATCG01070.1,in plast,N,NA,tair10,1,ATCG01070
1667,f1667,c250,50,tair10_ATMG00650.1,in mitochondrion,N,NA,tair10,1,ATMG00650
1674,f1674,c2516,36,tair10_AT1G13830.1,arabinogalactan/plastocyanin/LTPâ€¦,?,NA,tair10,1,AT1G13830
1674,f1674,c2516,36,tair10_AT2G03505.1,"protease inhibitor, seed storage, lipid transfer proteins/hydrolase/plastocyanin/AGP",? in both,NA,tair10,1,AT2G03505
1694,f1694,c2534,42,tair10_AT3G44140.1,NA,NA,NA,tair10,1,AT3G44140
1700,f1700,c253,37,tair10_ATCG00600.1,plast,N,NA,tair10,1,ATCG00600
1743,f1743,c257,46,tair10_AT1G48590.1,NA,NA,NA,tair10,1,AT1G48590
1763,f1763,c2598,35,tair10_AT5G46873.1,defensin-like,? in both,NA,tair10,1,AT5G46873
1763,f1763,c2598,35,tair10_AT5G46877.1,defensin-like,? in both,NA,tair10,1,AT5G46877
1765,f1765,c25,39,tair10_AT1G19610.1,defensin-like,? in both,NA,tair10,1,AT1G19610
1765,f1765,c25,39,tair10_AT1G35537.1,defensin-like,? in both,NA,tair10,1,AT1G35537
1765,f1765,c25,39,tair10_AT1G55010.1,defensin-like,? in both,NA,tair10,1,AT1G55010
1765,f1765,c25,39,tair10_AT1G61070.1,defensin-like,? in both,NA,tair10,1,AT1G61070
1765,f1765,c25,39,tair10_AT1G75830.1,defensin-like,? in both,NA,tair10,1,AT1G75830
1765,f1765,c25,39,tair10_AT2G02100.1,defensin-like,? in both,NA,tair10,1,AT2G02100
1765,f1765,c25,39,tair10_AT2G02120.1,defensin-like,? in both,NA,tair10,1,AT2G02120
1765,f1765,c25,39,tair10_AT2G02130.1,defensin-like,? in both,NA,tair10,1,AT2G02130
1765,f1765,c25,39,tair10_AT2G02140.1,defensin-like,? in both,NA,tair10,1,AT2G02140
1765,f1765,c25,39,tair10_AT2G02147.1,defensin-like,? in both,NA,tair10,1,AT2G02147
1765,f1765,c25,39,tair10_AT2G19893.1,"methytransferase, defensin-like",N,NA,tair10,1,AT2G19893
1765,f1765,c25,39,tair10_AT2G26010.1,defensin-like,? in both,NA,tair10,1,AT2G26010
1765,f1765,c25,39,tair10_AT2G26020.1,defensin-like,? in both,NA,tair10,1,AT2G26020
1765,f1765,c25,39,tair10_AT2G31953.1,defensin-like,? in both,NA,tair10,1,AT2G31953
1765,f1765,c25,39,tair10_AT2G31957.1,defensin-like,? in both,NA,tair10,1,AT2G31957
1765,f1765,c25,39,tair10_AT3G04903.1,NA,NA,NA,tair10,1,AT3G04903
1765,f1765,c25,39,tair10_AT3G27831.1,defensin-like,? in both,NA,tair10,1,AT3G27831
1765,f1765,c25,39,tair10_AT3G27835.1,defensin-like,? in both,NA,tair10,1,AT3G27835
1765,f1765,c25,39,tair10_AT4G29033.1,defensin-like,? in both,NA,tair10,1,AT4G29033
1765,f1765,c25,39,tair10_AT5G44420.1,defensin-like,? in both,NA,tair10,1,AT5G44420
1765,f1765,c25,39,tair10_AT5G44430.1,defensin-like,? in both,NA,tair10,1,AT5G44430
1765,f1765,c25,39,tair10_AT5G63660.1,defensin-like,? in both,NA,tair10,1,AT5G63660
1776,f1776,c260,42,tair10_AT5G16250.1,NA,NA,NA,tair10,1,AT5G16250
1776,f1776,c260,42,tair10_AT5G36710.1,NA,NA,NA,tair10,1,AT5G36710
1776,f1776,c260,42,tair10_AT5G36800.1,NA,NA,NA,tair10,1,AT5G36800
1787,f1787,c261,36,tair10_AT2G34585.1,NA,?,NA,tair10,1,AT2G34585
1787,f1787,c261,36,tair10_AT3G52420.1,outer envelope protein,N,NA,tair10,1,AT3G52420
1787,f1787,c261,36,tair10_AT3G63160.1,NA,NA,NA,tair10,1,AT3G63160
1791,f1791,c2623,46,tair10_AT1G29418.1,NA,?,NA,tair10,1,AT1G29418
1792,f1792,c2624,42,tair10_AT1G18650.1,hydrolase/betaglucosidase,N,NA,tair10,1,AT1G18650
1792,f1792,c2624,42,tair10_AT5G08000.1,hydrolase/betaglucosidase,N,NA,tair10,1,AT5G08000
1798,f1798,c262,49,tair10_AT1G36980.1,NA,?,NA,tair10,1,AT1G36980
1823,f1823,c2652,35,tair10_AT5G42635.1,NA,NA,NA,tair10,1,AT5G42635
1831,f1831,c265,43,tair10_AT1G10030.1,ERG28,N,NA,tair10,1,AT1G10030
1852,f1852,c267,38,tair10_AT1G52565.1,NA,?,NA,tair10,1,AT1G52565
1852,f1852,c267,38,tair10_AT3G15760.1,NA,?,NA,tair10,1,AT3G15760
1873,f1873,c26,22,tair10_AT2G11910.1,NA,NA,NA,tair10,1,AT2G11910
1873,f1873,c26,22,tair10_AT2G22080.1,NA,?,NA,tair10,1,AT2G22080
1873,f1873,c26,22,tair10_AT5G17590.1,nuclear proteins,N,NA,tair10,1,AT5G17590
1884,f1884,c270,50,tair10_AT5G14030.1,translocon-associated protein beta,N,NA,tair10,1,AT5G14030
1895,f1895,c271,39,tair10_AT2G17880.1,NA,NA,NA,tair10,1,AT2G17880
1906,f1906,c272,30,tair10_AT5G28450.1,NA,NA,NA,tair10,1,AT5G28450
1911,f1911,c2734,45,tair10_AT2G24762.1,NA,NA,NA,tair10,1,AT2G24762
1911,f1911,c2734,45,tair10_AT4G31730.1,NA,NA,NA,tair10,1,AT4G31730
1917,f1917,c273,37,tair10_AT1G54860.1,Putative GPI-anchored protein,N,NA,tair10,1,AT1G54860
1917,f1917,c273,37,tair10_AT3G06035.1,Putative GPI-anchored protein,N,NA,tair10,1,AT3G06035
1917,f1917,c273,37,tair10_AT5G19230.1,Putative GPI-anchored protein,N,NA,tair10,1,AT5G19230
1917,f1917,c273,37,tair10_AT5G19240.1,Putative GPI-anchored protein,N,NA,tair10,1,AT5G19240
1917,f1917,c273,37,tair10_AT5G19250.1,Putative GPI-anchored protein,N,NA,tair10,1,AT5G19250
1928,f1928,c274,32,tair10_AT4G24960.1,membrane transport,N,NA,tair10,1,AT4G24960
1928,f1928,c274,32,tair10_AT5G50720.1,membrane transport,N,NA,tair10,1,AT5G50720
1933,f1933,c2754,44,tair10_AT1G75810.1,NA,NA,NA,tair10,1,AT1G75810
1960,f1960,c277,24,tair10_AT1G19380.1,NA,NA,NA,tair10,1,AT1G19380
1960,f1960,c277,24,tair10_AT4G36660.1,NA,NA,NA,tair10,1,AT4G36660
1960,f1960,c277,24,tair10_AT5G65650.1,NA,NA,NA,tair10,1,AT5G65650
1961,f1961,c2780,43,tair10_AT5G52780.1,NA,NA,NA,tair10,1,AT5G52780
1964,f1964,c2783,50,tair10_AT1G17090.1,NA,NA,NA,tair10,1,AT1G17090
2012,f2012,c2827,41,tair10_AT2G28507.1,NA,?,NA,tair10,1,AT2G28507
2026,f2026,c2840,46,tair10_AT4G29460.1,phospholipase,N,NA,tair10,1,AT4G29460
2026,f2026,c2840,46,tair10_AT4G29470.1,phospholipase,N,NA,tair10,1,AT4G29470
2036,f2036,c2850,39,tair10_AT2G37478.1,Conserved peptide upstream ORF,N,NA,tair10,1,AT2G37478
2036,f2036,c2850,39,tair10_AT3G53668.1,Conserved peptide upstream ORF,N,NA,tair10,1,AT3G53668
2039,f2039,c2853,40,tair10_AT3G30160.1,NA,NA,NA,tair10,1,AT3G30160
2050,f2050,c2863,48,tair10_AT1G36622.1,NA,?,NA,tair10,1,AT1G36622
2050,f2050,c2863,48,tair10_AT1G36640.1,NA,?,NA,tair10,1,AT1G36640
2077,f2077,c288,37,tair10_AT1G07795.1,NA,NA,NA,tair10,1,AT1G07795
2077,f2077,c288,37,tair10_AT2G28725.1,NA,?,NA,tair10,1,AT2G28725
2077,f2077,c288,37,tair10_AT2G37530.1,NA,?,NA,tair10,1,AT2G37530
2086,f2086,c2898,43,tair10_AT1G56320.1,NA,?,NA,tair10,1,AT1G56320
2088,f2088,c289,46,tair10_AT3G15395.1,NA,NA,NA,tair10,1,AT3G15395
2104,f2104,c2913,49,tair10_AT1G50900.1,NA,NA,NA,tair10,1,AT1G50900
2111,f2111,c291,31,tair10_AT5G19860.1,NA,?,NA,tair10,1,AT5G19860
2143,f2143,c294,35,tair10_AT2G20700.1,NA,?,NA,tair10,1,AT2G20700
2143,f2143,c294,35,tair10_AT4G26466.1,NA,?,NA,tair10,1,AT4G26466
2143,f2143,c294,35,tair10_AT5G56170.1,NA,?,NA,tair10,1,AT5G56170
2175,f2175,c297,34,tair10_AT3G01700.1,"protease inhibitor, seed storage, lipid transfer proteins/hydrolase/plastocyanin/AGP",? in both,NA,tair10,1,AT3G01700
2175,f2175,c297,34,tair10_AT3G27416.1,"protease inhibitor, seed storage, lipid transfer proteins/hydrolase/plastocyanin/AGP",? in both,NA,tair10,1,AT3G27416
2175,f2175,c297,34,tair10_AT5G14380.1,"protease inhibitor, seed storage, lipid transfer proteins/hydrolase/plastocyanin/AGP",? in both,NA,tair10,1,AT5G14380
2198,f2198,c29,35,tair10_AT2G31980.1,cysteine protease inhibitor,N,NA,tair10,1,AT2G31980
2198,f2198,c29,35,tair10_AT2G40880.1,cysteine protease inhibitor,N,NA,tair10,1,AT2G40880
2198,f2198,c29,35,tair10_AT4G16500.1,cysteine protease inhibitor,N,NA,tair10,1,AT4G16500
2198,f2198,c29,35,tair10_AT5G47550.1,cysteine protease inhibitor,N,NA,tair10,1,AT5G47550
2229,f2229,c302,38,tair10_AT3G47070.1,NA,?,NA,tair10,1,AT3G47070
2239,f2239,c303,42,tair10_AT1G07960.1,protein disulfide isomerase,N,NA,tair10,1,AT1G07960
2264,f2264,c3062,45,tair10_AT2G24395.1,NA,NA,NA,tair10,1,AT2G24395
2275,f2275,c3073,49,tair10_AT5G46871.1,defensin-like,? in both,NA,tair10,1,AT5G46871
2275,f2275,c3073,49,tair10_AT5G46874.1,defensin-like,? in both,NA,tair10,1,AT5G46874
2291,f2291,c3088,48,tair10_AT3G43720.1,"protease inhibitor, seed storage, lipid transfer proteins",? in both,NA,tair10,1,AT3G43720
2305,f2305,c30,41,tair10_AT4G10265.1,wound-responsive,?,NA,tair10,1,AT4G10265
2305,f2305,c30,41,tair10_AT4G10270.1,NA,NA,NA,tair10,1,AT4G10270
2305,f2305,c30,41,tair10_AT4G28240.1,NA,NA,NA,tair10,1,AT4G28240
2326,f2326,c311,22,tair10_AT1G75717.1,NA,NA,NA,tair10,1,AT1G75717
2346,f2346,c313,50,tair10_AT5G20165.1,NA,?,NA,tair10,1,AT5G20165
2368,f2368,c315,49,tair10_AT4G26710.1,ATP synthase subunit H,N,NA,tair10,1,AT4G26710
2368,f2368,c315,49,tair10_AT5G55290.1,ATP synthase subunit H,N,NA,tair10,1,AT5G55290
2387,f2387,c3178,45,tair10_AT1G49500.1,NA,?,NA,tair10,1,AT1G49500
2387,f2387,c3178,45,tair10_AT3G19030.1,NA,NA,NA,tair10,1,AT3G19030
2412,f2412,c31,35,tair10_AT1G77370.1,glutaredoxin/CXIP1,N,NA,tair10,1,AT1G77370
2412,f2412,c31,35,tair10_AT3G54900.1,glutaredoxin/CXIP1,N,NA,tair10,1,AT3G54900
2412,f2412,c31,35,tair10_AT5G20500.1,glutaredoxin/CXIP1,N,NA,tair10,1,AT5G20500
2423,f2423,c320,39,tair10_AT3G44020.1,NA,NA,NA,tair10,1,AT3G44020
2423,f2423,c320,39,tair10_AT5G43260.1,DNA-J related,N,NA,tair10,1,AT5G43260
2425,f2425,c3211,44,tair10_AT3G45320.1,NA,?,NA,tair10,1,AT3G45320
2425,f2425,c3211,44,tair10_AT5G60330.1,NA,?,NA,tair10,1,AT5G60330
2463,f2463,c324,42,tair10_AT5G53650.1,NA,?,NA,tair10,1,AT5G53650
2471,f2471,c3258,43,tair10_AT3G01230.1,NA,?,NA,tair10,1,AT3G01230
2471,f2471,c3258,43,tair10_AT3G01240.1,NA,?,NA,tair10,1,AT3G01240
2508,f2508,c3292,50,tair10_AT2G07692.1,NA,NA,NA,tair10,1,AT2G07692
2508,f2508,c3292,50,tair10_ATMG01300.1,NA,NA,NA,tair10,1,ATMG01300
2522,f2522,c3307,50,tair10_AT2G37600.1,NA,NA,NA,tair10,1,AT2G37600
2525,f2525,c330,26,tair10_AT2G41997.1,defensin-like,? in both,NA,tair10,1,AT2G41997
2536,f2536,c331,43,tair10_AT2G24693.1,defensin-like/beta-gal/LCR,? in both,NA,tair10,1,AT2G24693
2538,f2538,c3321,42,tair10_AT2G46390.1,NA,?,NA,tair10,1,AT2G46390
2547,f2547,c332,41,tair10_AT1G52720.1,NA,?,NA,tair10,1,AT1G52720
2547,f2547,c332,41,tair10_AT3G15630.1,NA,NA,NA,tair10,1,AT3G15630
2558,f2558,c333,34,tair10_ATCG00080.1,plast,N,NA,tair10,1,ATCG00080
2569,f2569,c334,49,tair10_AT1G03730.1,NA,NA,NA,tair10,1,AT1G03730
2569,f2569,c334,49,tair10_AT4G03600.1,NA,NA,NA,tair10,1,AT4G03600
2569,f2569,c334,49,tair10_AT4G28330.1,NA,NA,NA,tair10,1,AT4G28330
2569,f2569,c334,49,tair10_AT4G28340.1,NA,NA,NA,tair10,1,AT4G28340
2569,f2569,c334,49,tair10_AT5G50175.1,NA,?,NA,tair10,1,AT5G50175
2580,f2580,c335,38,tair10_AT1G06135.1,IDA tribe,Y,IDA/IDL,tair10,1,AT1G06135
2580,f2580,c335,38,tair10_AT1G06137.1,IDA tribe,Y,IDA/IDL,tair10,1,AT1G06137
2580,f2580,c335,38,tair10_AT2G31335.1,IDA tribe,Y,IDA/IDL,tair10,1,AT2G31335
2580,f2580,c335,38,tair10_AT2G31345.1,IDA tribe,Y,IDA/IDL,tair10,1,AT2G31345
2591,f2591,c336,47,tair10_AT3G61980.1,serine protease inhibitor,N,NA,tair10,1,AT3G61980
2591,f2591,c336,47,tair10_AT4G01575.1,serine protease inhibitor,N,NA,tair10,1,AT4G01575
2612,f2612,c338,49,tair10_AT4G31130.1,NA,?,NA,tair10,1,AT4G31130
2620,f2620,c3398,38,tair10_AT3G22530.1,NA,NA,NA,tair10,1,AT3G22530
2622,f2622,c339,47,tair10_AT5G26330.1,"protease inhibitor, seed storage, lipid transfer proteins/hydrolase/plastocyanin/AGP",? in both,NA,tair10,1,AT5G26330
2632,f2632,c3408,48,tair10_AT1G25472.1,NA,NA,NA,tair10,1,AT1G25472
2632,f2632,c3408,48,tair10_AT1G68552.1,NA,NA,NA,tair10,1,AT1G68552
2656,f2656,c342,49,tair10_AT1G05780.1,NA,?,NA,tair10,1,AT1G05780
2656,f2656,c342,49,tair10_AT2G31710.1,NA,?,NA,tair10,1,AT2G31710
2667,f2667,c343,45,tair10_AT3G29170.1,NA,NA,NA,tair10,1,AT3G29170
2684,f2684,c3455,48,tair10_AT1G70040.1,NA,?,NA,tair10,1,AT1G70040
2684,f2684,c3455,48,tair10_AT1G70120.1,NA,?,NA,tair10,1,AT1G70120
2690,f2690,c3460,40,tair10_AT4G07965.1,NA,NA,NA,tair10,1,AT4G07965
2691,f2691,c3461,39,tair10_AT3G44716.1,NA,?,NA,tair10,1,AT3G44716
2700,f2700,c346,43,tair10_AT5G64816.1,NA,?,NA,tair10,1,AT5G64816
2714,f2714,c3482,50,tair10_AT3G06600.1,NA,NA,NA,tair10,1,AT3G06600
2733,f2733,c349,50,tair10_AT1G53035.1,NA,?,NA,tair10,1,AT1G53035
2733,f2733,c349,50,tair10_AT3G15358.1,NA,?,NA,tair10,1,AT3G15358
2744,f2744,c350,50,tair10_ATCG01080.1,plast,N,NA,tair10,1,ATCG01080
2755,f2755,c351,50,tair10_ATCG00580.1,NA,NA,NA,tair10,1,ATCG00580
2764,f2764,c352,45,tair10_AT1G17410.1,NDPK,N,NA,tair10,1,AT1G17410
2764,f2764,c352,45,tair10_AT4G09320.1,NDPK,N,NA,tair10,1,AT4G09320
2792,f2792,c3556,49,tair10_AT1G72530.1,NA,NA,NA,tair10,1,AT1G72530
2807,f2807,c356,46,tair10_AT4G29735.1,NA,?,NA,tair10,1,AT4G29735
2817,f2817,c3579,46,tair10_AT1G19500.1,NA,?,NA,tair10,1,AT1G19500
2817,f2817,c3579,46,tair10_AT2G35765.1,NA,?,NA,tair10,1,AT2G35765
2818,f2818,c357,43,tair10_AT2G17850.1,NA,?,NA,tair10,1,AT2G17850
2829,f2829,c358,50,tair10_AT5G08335.1,NA,NA,NA,tair10,1,AT5G08335
2829,f2829,c358,50,tair10_AT5G23320.1,methyltransferase,N,NA,tair10,1,AT5G23320
2832,f2832,c3592,49,tair10_AT5G10625.1,NA,NA,NA,tair10,1,AT5G10625
2832,f2832,c3592,49,tair10_AT5G24860.1,NA,NA,NA,tair10,1,AT5G24860
2863,f2863,c361,41,tair10_AT1G16850.1,NA,?,NA,tair10,1,AT1G16850
2863,f2863,c361,41,tair10_AT5G64820.1,NA,?,NA,tair10,1,AT5G64820
2886,f2886,c3640,42,tair10_AT2G20390.1,NA,NA,NA,tair10,1,AT2G20390
