Tribe,Tribe,cluster,profile length,Gene ID,function,SP ?,SSP
4066,f4066,c4730,41,maize_GRMZM2G520625_P01,,,
4066,f4066,c4730,41,maize_GRMZM2G532361_P01,,,
4067,f4067,c4731,27,maize_GRMZM2G498831_P01,,,
4067,f4067,c4731,27,maize_GRMZM2G547165_P01,,,
4068,f4068,c4732,25,maize_GRMZM2G497242_P01,,,
4068,f4068,c4732,25,maize_GRMZM2G526373_P01,,,
4069,f4069,c4733,27,maize_GRMZM2G497257_P01,,,
4069,f4069,c4733,27,maize_GRMZM2G515727_P01,,,
4070,f4070,c4734,26,maize_GRMZM2G499347_P01,,,
4070,f4070,c4734,26,maize_GRMZM2G565167_P01,,,
4071,f4071,c4735,25,maize_GRMZM2G589529_P01,,,
4071,f4071,c4735,25,maize_GRMZM2G589531_P01,,,
4072,f4072,c4736,19,maize_GRMZM2G509914_P01,,,
4072,f4072,c4736,19,maize_GRMZM2G587239_P01,,,
4073,f4073,c4737,25,maize_GRMZM2G502289_P01,,,
4073,f4073,c4737,25,maize_GRMZM2G589543_P01,,,
4074,f4074,c4738,35,maize_GRMZM2G503054_P01,,,
4074,f4074,c4738,35,maize_GRMZM2G543321_P01,,,
4075,f4075,c4739,36,maize_GRMZM2G583038_P01,,,
4075,f4075,c4739,36,maize_GRMZM2G587842_P01,,,
4076,f4076,c473,48,maize_GRMZM2G113033_P01,,,
4076,f4076,c473,48,POPTR_0004s09910.1,,,
4076,f4076,c473,48,POPTR_0005s15660.1,,,
4076,f4076,c473,48,tair10_AT1G67090.1,RBSC,N,
4076,f4076,c473,48,tair10_AT5G38410.1,RBSC,N,
4076,f4076,c473,48,tair10_AT5G38410.2,,,
4076,f4076,c473,48,tair10_AT5G38410.3,,,
4076,f4076,c473,48,tair10_AT5G38420.1,,,
4076,f4076,c473,48,tair10_AT5G38430.1,RBSC,N,
4077,f4077,c4740,32,maize_GRMZM2G538213_P01,,,
4077,f4077,c4740,32,maize_GRMZM2G573895_P01,,,
4078,f4078,c4741,35,maize_GRMZM2G505103_P01,,,
4078,f4078,c4741,35,maize_GRMZM2G567399_P01,,,
4079,f4079,c4742,26,maize_GRMZM2G505595_P01,,,
4079,f4079,c4742,26,maize_GRMZM2G530665_P01,,,
4080,f4080,c4743,36,maize_GRMZM2G507035_P01,,,
4080,f4080,c4743,36,maize_GRMZM2G524417_P01,,,
4081,f4081,c4744,32,maize_GRMZM2G587748_P01,,,
4081,f4081,c4744,32,maize_GRMZM2G591504_P01,,,
4082,f4082,c4745,35,maize_GRMZM2G508557_P01,,,
4082,f4082,c4745,35,maize_GRMZM2G510447_P01,,,
4083,f4083,c4746,33,maize_GRMZM2G508788_P01,,,
4083,f4083,c4746,33,maize_GRMZM2G587005_P01,,,
4084,f4084,c4747,19,maize_GRMZM2G509574_P01,,,
4084,f4084,c4747,19,maize_GRMZM2G571928_P01,,,
4085,f4085,c4748,35,maize_GRMZM2G509888_P01,,,
4085,f4085,c4748,35,maize_GRMZM2G571246_P01,,,
4086,f4086,c474,25,maize_GRMZM2G494884_P01,,,
4086,f4086,c474,25,maize_GRMZM2G516562_P01,,,
4086,f4086,c474,25,maize_GRMZM2G517342_P01,,,
4086,f4086,c474,25,maize_GRMZM2G521955_P01,,,
4086,f4086,c474,25,maize_GRMZM2G534620_P01,,,
4086,f4086,c474,25,maize_GRMZM2G544848_P01,,,
4086,f4086,c474,25,maize_GRMZM2G545809_P01,,,
4086,f4086,c474,25,maize_GRMZM2G555957_P01,,,
4086,f4086,c474,25,maize_GRMZM2G582708_P01,,,
4087,f4087,c4750,35,maize_GRMZM2G512731_P01,,,
4087,f4087,c4750,35,maize_GRMZM2G531749_P01,,,
4088,f4088,c4751,36,maize_GRMZM2G517788_P01,,,
4088,f4088,c4751,36,maize_GRMZM2G571616_P01,,,
4089,f4089,c4752,23,maize_GRMZM2G520225_P01,,,
4089,f4089,c4752,23,RAP2_Os09t0315100-01,,,
4090,f4090,c4753,29,maize_GRMZM2G521250_P01,,,
4090,f4090,c4753,29,maize_GRMZM2G523256_P01,,,
4091,f4091,c4754,25,maize_GRMZM2G524262_P01,,,
4091,f4091,c4754,25,maize_GRMZM2G543105_P01,,,
4092,f4092,c4755,28,maize_GRMZM2G524347_P01,,,
4092,f4092,c4755,28,maize_GRMZM2G524351_P01,,,
4093,f4093,c4756,30,maize_GRMZM2G524737_P01,,,
4093,f4093,c4756,30,maize_GRMZM2G541754_P01,,,
4094,f4094,c4757,30,maize_GRMZM2G525206_P01,,,
4094,f4094,c4757,30,maize_GRMZM2G543008_P01,,,
4095,f4095,c4758,28,maize_GRMZM2G526259_P01,,,
4095,f4095,c4758,28,maize_GRMZM2G543850_P01,,,
4096,f4096,c4759,29,maize_GRMZM2G526967_P01,,,
4096,f4096,c4759,29,maize_GRMZM2G540341_P01,,,
4097,f4097,c4760,50,tair10_AT4G01915.1,,?,
4097,f4097,c4760,50,tair10_AT4G01915.2,,,
4098,f4098,c4761,30,maize_GRMZM2G528274_P01,,,
4098,f4098,c4761,30,maize_GRMZM2G582828_P01,,,
4099,f4099,c4762,30,maize_GRMZM2G528398_P01,,,
4099,f4099,c4762,30,maize_GRMZM2G529921_P01,,,
4100,f4100,c4763,30,maize_GRMZM2G528530_P01,,,
4100,f4100,c4763,30,maize_GRMZM2G542929_P01,,,
4101,f4101,c4764,50,RAP2_Os04t0206400-00,,,
4101,f4101,c4764,50,RAP2_Os06t0629600-00,,,
4102,f4102,c4765,38,POPTR_0010s01350.1,,,
4102,f4102,c4765,38,vitis_VV00G34305,,,
4103,f4103,c4766,50,maize_GRMZM5G809579_P01,,,
4103,f4103,c4766,50,maize_GRMZM5G851468_P01,,,
4104,f4104,c4767,35,maize_GRMZM2G571412_P01,,,
4104,f4104,c4767,35,maize_GRMZM2G577490_P01,,,
4105,f4105,c4768,50,tair10_AT4G09210.1,,,
4105,f4105,c4768,50,tair10_AT4G09260.1,,,
4106,f4106,c4769,28,maize_GRMZM2G533510_P01,,,
4106,f4106,c4769,28,maize_GRMZM2G557038_P01,,,
4107,f4107,c476,34,maize_GRMZM2G493871_P01,,,
4107,f4107,c476,34,maize_GRMZM2G498057_P01,,,
4107,f4107,c476,34,maize_GRMZM2G502658_P01,,,
4107,f4107,c476,34,maize_GRMZM2G508194_P01,,,
4107,f4107,c476,34,maize_GRMZM2G512110_P01,,,
4107,f4107,c476,34,maize_GRMZM2G534383_P01,,,
4107,f4107,c476,34,maize_GRMZM2G571305_P01,,,
4107,f4107,c476,34,maize_GRMZM2G587557_P01,,,
4107,f4107,c476,34,maize_GRMZM2G589008_P01,,,
4108,f4108,c4770,27,maize_GRMZM2G552301_P01,,,
4108,f4108,c4770,27,maize_GRMZM2G554558_P01,,,
4109,f4109,c4771,29,maize_GRMZM2G534081_P01,,,
4109,f4109,c4771,29,maize_GRMZM2G579715_P01,,,
4110,f4110,c4772,28,maize_GRMZM2G537250_P01,,,
4110,f4110,c4772,28,maize_GRMZM2G560854_P01,,,
4111,f4111,c4773,32,maize_GRMZM2G540810_P01,,,
4111,f4111,c4773,32,maize_GRMZM2G566948_P01,,,
4112,f4112,c4774,26,maize_GRMZM2G543597_P01,,,
4112,f4112,c4774,26,maize_GRMZM2G571003_P01,,,
4113,f4113,c4775,36,maize_GRMZM2G573009_P01,,,
4113,f4113,c4775,36,maize_GRMZM2G582888_P01,,,
4114,f4114,c4776,37,maize_GRMZM2G549608_P01,,,
4114,f4114,c4776,37,maize_GRMZM2G574695_P01,,,
4115,f4115,c4777,31,maize_GRMZM2G551597_P01,,,
4115,f4115,c4777,31,maize_GRMZM2G587314_P01,,,
4116,f4116,c4778,30,maize_GRMZM2G558322_P01,,,
4116,f4116,c4778,30,maize_GRMZM2G589978_P01,,,
4117,f4117,c4779,26,maize_GRMZM2G562466_P01,,,
4117,f4117,c4779,26,maize_GRMZM2G591039_P01,,,
4118,f4118,c477,35,maize_GRMZM2G490940_P01,,,
4118,f4118,c477,35,maize_GRMZM2G492416_P01,,,
4118,f4118,c477,35,maize_GRMZM2G495964_P01,,,
4118,f4118,c477,35,maize_GRMZM2G513755_P01,,,
4118,f4118,c477,35,maize_GRMZM2G522336_P01,,,
4118,f4118,c477,35,maize_GRMZM2G523928_P01,,,
4118,f4118,c477,35,maize_GRMZM2G546291_P01,,,
4118,f4118,c477,35,maize_GRMZM2G569312_P01,,,
4118,f4118,c477,35,maize_GRMZM2G576283_P01,,,
4119,f4119,c4780,50,maize_GRMZM5G849634_P01,,,
4119,f4119,c4780,50,maize_GRMZM5G850981_P01,,,
4120,f4120,c4781,50,tair10_AT2G07672.1,,,
4120,f4120,c4781,50,tair10_ATMG01050.1,,,
4121,f4121,c4782,50,RAP2_Os01t0231300-00,,,
4121,f4121,c4782,50,TIGR6.1_LOC_Os01g13050.1,,,
4122,f4122,c4783,45,vitis_VV00G26775,,,
4122,f4122,c4783,45,vitis_VV00G31615,,,
4123,f4123,c4784,50,RAP2_Os01t0191300-02,,,
4123,f4123,c4784,50,RAP2_Os01t0191300-03,,,
4124,f4124,c4785,48,POPTR_0016s14450.1,,,
4124,f4124,c4785,48,POPTR_1723s00200.1,,,
4125,f4125,c4786,50,RAP2_Os01t0978000-01,,,
4125,f4125,c4786,50,RAP2_Os01t0978000-02,,,
4126,f4126,c4787,50,RAP2_Os01t0222600-01,,,
4126,f4126,c4787,50,TIGR6.1_LOC_Os01g12270.1,,,
4127,f4127,c478,50,maize_GRMZM2G157007_P01,,,
4127,f4127,c478,50,maize_GRMZM2G162369_P01,,,
4127,f4127,c478,50,POPTR_0006s02920.1,,,
4127,f4127,c478,50,POPTR_0016s02760.1,,,
4127,f4127,c478,50,POPTR_0302s00230.1,,,
4127,f4127,c478,50,RAP2_Os01t0278900-01,,,
4127,f4127,c478,50,tair10_AT3G56910.1,,,
4127,f4127,c478,50,TIGR6.1_LOC_Os01g17150.1,,,
4128,f4128,c47,39,maize_GRMZM2G000136_P01,,,
4128,f4128,c47,39,maize_GRMZM2G004921_P01,,,
4128,f4128,c47,39,maize_GRMZM2G010189_P01,,,
4128,f4128,c47,39,maize_GRMZM2G011415_P01,,,
4128,f4128,c47,39,maize_GRMZM2G011747_P01,,,
4128,f4128,c47,39,maize_GRMZM2G012564_P01,,,
4128,f4128,c47,39,maize_GRMZM2G016385_P01,,,
4128,f4128,c47,39,maize_GRMZM2G020269_P01,,,
4128,f4128,c47,39,maize_GRMZM2G021139_P01,,,
4128,f4128,c47,39,maize_GRMZM2G023087_P01,,,
4128,f4128,c47,39,maize_GRMZM2G025605_P01,,,
4128,f4128,c47,39,maize_GRMZM2G028404_P01,,,
4128,f4128,c47,39,maize_GRMZM2G038500_P01,,,
4128,f4128,c47,39,maize_GRMZM2G042293_P01,,,
4128,f4128,c47,39,maize_GRMZM2G047209_P01,,,
4128,f4128,c47,39,maize_GRMZM2G055344_P01,,,
4128,f4128,c47,39,maize_GRMZM2G069767_P01,,,
4128,f4128,c47,39,maize_GRMZM2G079761_P01,,,
4128,f4128,c47,39,maize_GRMZM2G080398_P01,,,
4128,f4128,c47,39,maize_GRMZM2G090708_P01,,,
4128,f4128,c47,39,maize_GRMZM2G093799_P01,,,
4128,f4128,c47,39,maize_GRMZM2G097944_P01,,,
4128,f4128,c47,39,maize_GRMZM2G101190_P01,,,
4128,f4128,c47,39,maize_GRMZM2G101896_P01,,,
4128,f4128,c47,39,maize_GRMZM2G108376_P01,,,
4128,f4128,c47,39,maize_GRMZM2G109263_P01,,,
4128,f4128,c47,39,maize_GRMZM2G109946_P01,,,
4128,f4128,c47,39,maize_GRMZM2G112531_P01,,,
4128,f4128,c47,39,maize_GRMZM2G118391_P01,,,
4128,f4128,c47,39,maize_GRMZM2G118407_P01,,,
4128,f4128,c47,39,maize_GRMZM2G120117_P01,,,
4128,f4128,c47,39,maize_GRMZM2G121234_P01,,,
4128,f4128,c47,39,maize_GRMZM2G130578_P01,,,
4128,f4128,c47,39,maize_GRMZM2G140262_P01,,,
4128,f4128,c47,39,maize_GRMZM2G141524_P01,,,
4128,f4128,c47,39,maize_GRMZM2G164183_P01,,,
4128,f4128,c47,39,maize_GRMZM2G164356_P01,,,
4128,f4128,c47,39,maize_GRMZM2G167588_P01,,,
4128,f4128,c47,39,maize_GRMZM2G174690_P01,,,
4128,f4128,c47,39,maize_GRMZM2G175587_P01,,,
4128,f4128,c47,39,maize_GRMZM2G178513_P01,,,
4128,f4128,c47,39,maize_GRMZM2G495256_P01,,,
4128,f4128,c47,39,maize_GRMZM2G506059_P01,,,
4128,f4128,c47,39,maize_GRMZM2G521528_P01,,,
4128,f4128,c47,39,maize_GRMZM2G535753_P01,,,
4128,f4128,c47,39,maize_GRMZM2G575763_P01,,,
4128,f4128,c47,39,maize_GRMZM2G578450_P01,,,
4128,f4128,c47,39,maize_GRMZM2G580189_P01,,,
4128,f4128,c47,39,vitis_VV00G13825,,,
4129,f4129,c480,39,RAP2_Os01t0669450-00,,,
4129,f4129,c480,39,RAP2_Os03t0317401-00,,,
4129,f4129,c480,39,RAP2_Os10t0544000-00,,,
4129,f4129,c480,39,RAP2_Os11t0256501-00,,,
4129,f4129,c480,39,TIGR6.1_LOC_Os01g47910.1,,,
4129,f4129,c480,39,TIGR6.1_LOC_Os03g20220.1,,,
4129,f4129,c480,39,TIGR6.1_LOC_Os11g15020.1,,,
4129,f4129,c480,39,TIGR6.1_LOC_Os11g38410.1,,,
4130,f4130,c481,50,RAP2_Os03t0578600-00,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os01g01810.1,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os01g23520.1,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os05g05960.1,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os07g16920.1,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os10g18910.1,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os12g12280.1,,,
4130,f4130,c481,50,TIGR6.1_LOC_Os12g32370.1,,,
4131,f4131,c483,41,maize_GRMZM2G048952_P01,,,
4131,f4131,c483,41,maize_GRMZM2G069528_P01,,,
4131,f4131,c483,41,maize_GRMZM2G171108_P01,,,
4131,f4131,c483,41,RAP2_Os02t0198500-01,,,
4131,f4131,c483,41,RAP2_Os02t0198500-02,,,
4131,f4131,c483,41,RAP2_Os09t0480600-01,,,
4131,f4131,c483,41,TIGR6.1_LOC_Os02g10500.1,,,
4131,f4131,c483,41,TIGR6.1_LOC_Os09g30300.1,,,
4132,f4132,c484,48,maize_GRMZM2G001653_P01,,,
4132,f4132,c484,48,POPTR_0004s20960.1,,,
4132,f4132,c484,48,POPTR_0004s20960.2,,,
4132,f4132,c484,48,POPTR_0009s16240.1,,,
4132,f4132,c484,48,RAP2_Os04t0414700-01,,,
4132,f4132,c484,48,tair10_AT1G08380.1,,,
4132,f4132,c484,48,TIGR6.1_LOC_Os04g33830.1,,,
4132,f4132,c484,48,vitis_VV00G44860,,,
4133,f4133,c485,28,POPTR_0010s02370.1,,,
4133,f4133,c485,28,tair10_AT1G35435.1,defensin-like,? in both,
4133,f4133,c485,28,tair10_AT5G23212.1,defensin-like,? in both,
4133,f4133,c485,28,tair10_AT5G37473.1,defensin-like,? in both,
4133,f4133,c485,28,tair10_AT5G37474.1,defensin-like,? in both,
4133,f4133,c485,28,tair10_AT5G51845.1,defensin-like,? in both,
4133,f4133,c485,28,tair10_AT5G60553.1,defensin-like,? in both,
4133,f4133,c485,28,tair10_AT5G60615.1,"methytransferase, defensin-like",N,
4134,f4134,c486,42,maize_GRMZM2G078876_P01,,,
4134,f4134,c486,42,maize_GRMZM2G129843_P01,,,
4134,f4134,c486,42,maize_GRMZM2G171597_P01,,,
4134,f4134,c486,42,POPTR_0009s15980.1,,,
4134,f4134,c486,42,RAP2_Os03t0385400-01,,,
4134,f4134,c486,42,RAP2_Os07t0625800-01,,,
4134,f4134,c486,42,TIGR6.1_LOC_Os03g26820.1,,,
4134,f4134,c486,42,TIGR6.1_LOC_Os07g43290.1,,,
4135,f4135,c487,34,maize_GRMZM2G485847_P01,,,
4135,f4135,c487,34,maize_GRMZM2G511391_P01,,,
4135,f4135,c487,34,maize_GRMZM2G525694_P01,,,
4135,f4135,c487,34,maize_GRMZM2G529655_P01,,,
4135,f4135,c487,34,maize_GRMZM2G545850_P01,,,
4135,f4135,c487,34,maize_GRMZM2G551901_P01,,,
4135,f4135,c487,34,maize_GRMZM2G560363_P01,,,
4135,f4135,c487,34,POPTR_0014s01550.1,,,
4136,f4136,c488,43,maize_GRMZM2G407683_P01,,,
4136,f4136,c488,43,maize_GRMZM2G432900_P01,,,
4136,f4136,c488,43,maize_GRMZM2G568478_P01,,,
4136,f4136,c488,43,POPTR_0003s14790.1,,,
4136,f4136,c488,43,RAP2_Os03t0780200-01,,,
4136,f4136,c488,43,tair10_AT1G31335.1,,?,
4136,f4136,c488,43,TIGR6.1_LOC_Os03g56782.1,,,
4136,f4136,c488,43,TIGR6.1_LOC_Os04g43820.1,,,
4137,f4137,c48,25,maize_GRMZM2G100988_P01,,,
4137,f4137,c48,25,maize_GRMZM2G134064_P01,,,
4137,f4137,c48,25,maize_GRMZM2G305834_P01,,,
4137,f4137,c48,25,maize_GRMZM2G307908_P01,,,
4137,f4137,c48,25,maize_GRMZM2G308503_P01,,,
4137,f4137,c48,25,maize_GRMZM2G322917_P01,,,
4137,f4137,c48,25,maize_GRMZM2G426336_P01,,,
4137,f4137,c48,25,POPTR_0001s04660.1,,,
4137,f4137,c48,25,POPTR_0001s04670.1,,,
4137,f4137,c48,25,POPTR_0001s16850.1,,,
4137,f4137,c48,25,POPTR_0001s23840.1,,,
4137,f4137,c48,25,POPTR_0002s02370.1,,,
4137,f4137,c48,25,POPTR_0003s06410.1,,,
4137,f4137,c48,25,POPTR_0003s17310.1,,,
4137,f4137,c48,25,POPTR_0003s21480.1,,,
4137,f4137,c48,25,POPTR_0003s21490.1,,,
4137,f4137,c48,25,POPTR_0004s17500.1,,,
4137,f4137,c48,25,POPTR_0004s17510.1,,,
4137,f4137,c48,25,POPTR_0008s22330.1,,,
4137,f4137,c48,25,POPTR_0009s02940.1,,,
4137,f4137,c48,25,POPTR_0009s13180.1,,,
4137,f4137,c48,25,POPTR_0009s13190.1,,,
4137,f4137,c48,25,POPTR_0010s01670.1,,,
4137,f4137,c48,25,RAP2_Os02t0775300-01,,,
4137,f4137,c48,25,RAP2_Os03t0249700-01,,,
4137,f4137,c48,25,RAP2_Os03t0343800-00,,,
4137,f4137,c48,25,RAP2_Os03t0858200-01,,,
4137,f4137,c48,25,RAP2_Os06t0206900-01,,,
4137,f4137,c48,25,RAP2_Os07t0673801-01,,,
4137,f4137,c48,25,RAP2_Os09t0445600-01,,,
4137,f4137,c48,25,RAP2_Os10t0173000-01,,,
4137,f4137,c48,25,tair10_AT2G21180.1,,,
4137,f4137,c48,25,tair10_AT2G31940.1,"copper ion binding, electron transport - uclacyanin/basic blue protein",N,
4137,f4137,c48,25,tair10_AT3G06890.1,,,
4137,f4137,c48,25,tair10_AT5G19875.1,,,
4137,f4137,c48,25,tair10_AT5G42146.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os02g53510.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os03g14570.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os03g14570.2,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os03g22360.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os03g64100.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os06g10510.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os07g47660.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os09g27330.1,,,
4137,f4137,c48,25,TIGR6.1_LOC_Os10g09240.1,,,
4137,f4137,c48,25,vitis_VV00G57040,,,
4137,f4137,c48,25,vitis_VV18G12790,,,
4138,f4138,c491,48,maize_GRMZM2G074393_P01,,,
4138,f4138,c491,48,RAP2_Os01t0585300-01,,,
4138,f4138,c491,48,RAP2_Os01t0585300-02,,,
4138,f4138,c491,48,RAP2_Os12t0575000-01,,,
4138,f4138,c491,48,RAP2_Os12t0575000-02,,,
4138,f4138,c491,48,TIGR6.1_LOC_Os01g40310.1,,,
4138,f4138,c491,48,TIGR6.1_LOC_Os12g38640.1,,,
4138,f4138,c491,48,TIGR6.1_LOC_Os12g38640.2,,,
4139,f4139,c492,44,POPTR_0002s19760.3,,,
4139,f4139,c492,44,POPTR_0015s12680.1,,,
4139,f4139,c492,44,POPTR_0015s15830.1,,,
4139,f4139,c492,44,POPTR_0015s15850.1,,,
4139,f4139,c492,44,tair10_AT1G25275.1,,?,
4139,f4139,c492,44,tair10_AT1G25275.2,,,
4139,f4139,c492,44,tair10_AT1G25275.3,,,
4139,f4139,c492,44,vitis_VV12G10510,,,
4140,f4140,c493,30,maize_GRMZM2G177892_P01,,,
4140,f4140,c493,30,POPTR_0003s12510.1,,,
4140,f4140,c493,30,RAP2_Os06t0618300-01,,,
4140,f4140,c493,30,RAP2_Os09t0271100-01,,,
4140,f4140,c493,30,RAP2_Os10t0506100-01,,,
4140,f4140,c493,30,TIGR6.1_LOC_Os05g07200.1,,,
4140,f4140,c493,30,TIGR6.1_LOC_Os10g36200.1,,,
4140,f4140,c493,30,TIGR6.1_LOC_Os11g05500.1,,,
4141,f4141,c494,46,maize_GRMZM2G064336_P01,,,
4141,f4141,c494,46,maize_GRMZM5G868273_P02,,,
4141,f4141,c494,46,RAP2_Os01t0662600-01,,,
4141,f4141,c494,46,RAP2_Os01t0662600-02,,,
4141,f4141,c494,46,RAP2_Os01t0662600-03,,,
4141,f4141,c494,46,RAP2_Os05t0568100-01,,,
4141,f4141,c494,46,TIGR6.1_LOC_Os01g47340.1,,,
4141,f4141,c494,46,TIGR6.1_LOC_Os05g49300.1,,,
4142,f4142,c495,49,maize_GRMZM2G046348_P01,,,
4142,f4142,c495,49,maize_GRMZM2G046348_P02,,,
4142,f4142,c495,49,POPTR_0018s11010.1,,,
4142,f4142,c495,49,RAP2_Os02t0666800-01,,,
4142,f4142,c495,49,tair10_AT2G23940.1,,,
4142,f4142,c495,49,tair10_AT4G30500.1,,,
4142,f4142,c495,49,TIGR6.1_LOC_Os02g44690.1,,,
4142,f4142,c495,49,vitis_VV00G36965,,,
4143,f4143,c496,47,maize_GRMZM2G101140_P01,,,
4143,f4143,c496,47,maize_GRMZM2G398089_P01,,,
4143,f4143,c496,47,POPTR_0002s22550.1,,,
4143,f4143,c496,47,POPTR_0014s13520.1,,,
4143,f4143,c496,47,RAP2_Os07t0655800-00,,,
4143,f4143,c496,47,RAP2_Os09t0309600-01,,,
4143,f4143,c496,47,TIGR6.1_LOC_Os08g27210.1,,,
4143,f4143,c496,47,TIGR6.1_LOC_Os09g13930.1,,,
4144,f4144,c497,39,maize_GRMZM2G079746_P01,,,
4144,f4144,c497,39,maize_GRMZM2G079746_P02,,,
4144,f4144,c497,39,RAP2_Os01t0705500-01,,,
4144,f4144,c497,39,RAP2_Os05t0542100-01,,,
4144,f4144,c497,39,TIGR6.1_LOC_Os01g50934.1,,,
4144,f4144,c497,39,TIGR6.1_LOC_Os05g46450.1,,,
4144,f4144,c497,39,vitis_VV00G09575,,,
4144,f4144,c497,39,vitis_VV04G03440,,,
4145,f4145,c498,28,maize_AC199577.4_FGP004,,,
4145,f4145,c498,28,maize_GRMZM2G043816_P01,,,
4145,f4145,c498,28,RAP2_Os02t0171700-01,,,
4145,f4145,c498,28,tair10_AT2G24615.1,defensin-like,? in both,
4145,f4145,c498,28,tair10_AT2G24625.1,defensin-like,? in both,
4145,f4145,c498,28,tair10_AT5G39365.1,defensin-like,? in both,
4145,f4145,c498,28,TIGR6.1_LOC_Os02g07495.1,,,
4145,f4145,c498,28,TIGR6.1_LOC_Os02g07575.1,,,
4146,f4146,c499,50,maize_GRMZM2G034697_P01,,,
4146,f4146,c499,50,maize_GRMZM2G034697_P02,,,
4146,f4146,c499,50,POPTR_0003s18080.1,,,
4146,f4146,c499,50,RAP2_Os02t0612100-01,,,
4146,f4146,c499,50,tair10_AT1G80860.1,methytransferase,N,
4146,f4146,c499,50,tair10_AT1G80860.2,,,
4146,f4146,c499,50,TIGR6.1_LOC_Os02g39880.1,,,
4146,f4146,c499,50,vitis_VV09G08330,,,
4147,f4147,c4,43,maize_AC205274.3_FGP001,,,
4147,f4147,c4,43,maize_AC211357.4_FGP002,,,
4147,f4147,c4,43,maize_GRMZM2G008367_P01,,,
4147,f4147,c4,43,maize_GRMZM2G053493_P01,,,
4147,f4147,c4,43,maize_GRMZM2G168447_P01,,,
4147,f4147,c4,43,maize_GRMZM2G304442_P01,,,
4147,f4147,c4,43,maize_GRMZM2G305559_P01,,,
4147,f4147,c4,43,maize_GRMZM2G314946_P01,,,
4147,f4147,c4,43,maize_GRMZM2G367348_P01,,,
4147,f4147,c4,43,maize_GRMZM2G437187_P01,,,
4147,f4147,c4,43,maize_GRMZM2G456997_P01,,,
4147,f4147,c4,43,maize_GRMZM2G465226_P01,,,
4147,f4147,c4,43,maize_GRMZM5G852886_P01,,,
4147,f4147,c4,43,POPTR_0001s29530.1,,,
4147,f4147,c4,43,POPTR_0001s29560.1,,,
4147,f4147,c4,43,POPTR_0005s13830.1,,,
4147,f4147,c4,43,POPTR_0006s23210.1,,,
4147,f4147,c4,43,POPTR_0007s12110.1,,,
4147,f4147,c4,43,POPTR_0009s08650.1,,,
4147,f4147,c4,43,POPTR_0009s08660.1,,,
4147,f4147,c4,43,POPTR_0009s08670.1,,,
4147,f4147,c4,43,POPTR_0009s08700.1,,,
4147,f4147,c4,43,POPTR_0016s08280.1,,,
4147,f4147,c4,43,POPTR_0018s10410.1,,,
4147,f4147,c4,43,POPTR_0018s10430.1,,,
4147,f4147,c4,43,POPTR_0473s00200.1,,,
4147,f4147,c4,43,POPTR_0473s00220.1,,,
4147,f4147,c4,43,RAP2_Os01t0382000-01,,,
4147,f4147,c4,43,RAP2_Os01t0382400-01,,,
4147,f4147,c4,43,RAP2_Os02t0786500-01,,,
4147,f4147,c4,43,RAP2_Os02t0786900-01,,,
4147,f4147,c4,43,RAP2_Os02t0787000-00,,,
4147,f4147,c4,43,RAP2_Os03t0733332-00,,,
4147,f4147,c4,43,RAP2_Os04t0289500-00,,,
4147,f4147,c4,43,RAP2_Os04t0289600-01,,,
4147,f4147,c4,43,RAP2_Os04t0289700-00,,,
4147,f4147,c4,43,RAP2_Os04t0290500-00,,,
4147,f4147,c4,43,RAP2_Os04t0290600-00,,,
4147,f4147,c4,43,RAP2_Os05t0595000-01,,,
4147,f4147,c4,43,RAP2_Os06t0350600-00,,,
4147,f4147,c4,43,RAP2_Os07t0124900-01,,,
4147,f4147,c4,43,RAP2_Os07t0125000-01,,,
4147,f4147,c4,43,RAP2_Os07t0125000-02,,,
4147,f4147,c4,43,RAP2_Os07t0125201-00,,,
4147,f4147,c4,43,RAP2_Os07t0125500-01,,,
4147,f4147,c4,43,RAP2_Os07t0125600-01,,,
4147,f4147,c4,43,RAP2_Os07t0125600-02,,,
4147,f4147,c4,43,RAP2_Os07t0126100-00,,,
4147,f4147,c4,43,RAP2_Os07t0126301-01,,,
4147,f4147,c4,43,RAP2_Os07t0126401-01,,,
4147,f4147,c4,43,RAP2_Os07t0126401-02,,,
4147,f4147,c4,43,RAP2_Os07t0126500-00,,,
4147,f4147,c4,43,RAP2_Os07t0126650-01,,,
4147,f4147,c4,43,RAP2_Os07t0126800-01,,,
4147,f4147,c4,43,RAP2_Os07t0126800-02,,,
4147,f4147,c4,43,RAP2_Os07t0127100-00,,,
4147,f4147,c4,43,RAP2_Os07t0127500-01,,,
4147,f4147,c4,43,RAP2_Os07t0127600-01,,,
