Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	TAIR
A0A178UER8	unreviewed	A0A178UER8_ARATH	Protein PIN-LIKES 6	AXX17_At5g01080 AN1_LOCUS20988	Arabidopsis thaliana (Mouse-ear cress)	431	
A0A178UFM7	unreviewed	A0A178UFM7_ARATH	Uncharacterized protein	AXX17_At5g17760 AN1_LOCUS22584 C24_LOCUS22473	Arabidopsis thaliana (Mouse-ear cress)	88	
A0A178UG86	unreviewed	A0A178UG86_ARATH	SAUR75	AXX17_At5g27760	Arabidopsis thaliana (Mouse-ear cress)	142	
A0A178UGY9	unreviewed	A0A178UGY9_ARATH	SAUR-like auxin-responsive protein family	At5g53590 AXX17_At5g52550	Arabidopsis thaliana (Mouse-ear cress)	142	
A0A178UH39	unreviewed	A0A178UH39_ARATH	(thale cress) hypothetical protein	AXX17_At5g20750 AN1_LOCUS22875 AT9943_LOCUS19696 C24_LOCUS22761	Arabidopsis thaliana (Mouse-ear cress)	165	
A0A178UJW5	unreviewed	A0A178UJW5_ARATH	SAUR20	AXX17_At5g17740 AN1_LOCUS22583	Arabidopsis thaliana (Mouse-ear cress)	91	
A0A178UJY6	unreviewed	A0A178UJY6_ARATH	(thale cress) hypothetical protein	At5g42410 AXX17_At5g40270 AN1_LOCUS24426 AT9943_LOCUS21085 C24_LOCUS24250	Arabidopsis thaliana (Mouse-ear cress)	111	
A0A178UL82	unreviewed	A0A178UL82_ARATH	(thale cress) hypothetical protein (SHI)	AXX17_At5g66280 AT9943_LOCUS23223 C24_LOCUS26793	Arabidopsis thaliana (Mouse-ear cress)	331	
A0A178ULL6	unreviewed	A0A178ULL6_ARATH	(thale cress) hypothetical protein (TRN2)	AXX17_At5g45170 AN1_LOCUS24897 AT9943_LOCUS21472 C24_LOCUS24730	Arabidopsis thaliana (Mouse-ear cress)	269	
A0A178UM65	unreviewed	A0A178UM65_ARATH	SAUR23	AXX17_At5g17790	Arabidopsis thaliana (Mouse-ear cress)	90	
A0A178UME0	unreviewed	A0A178UME0_ARATH	SAUR-like auxin-responsive protein family	AXX17_At5g66200	Arabidopsis thaliana (Mouse-ear cress)	66	
A0A178UNU5	unreviewed	A0A178UNU5_ARATH	Uncharacterized protein	AXX17_At5g17710 AXX17_At5g17820 AN1_LOCUS22591	Arabidopsis thaliana (Mouse-ear cress)	90	
A0A178UP09	unreviewed	A0A178UP09_ARATH	SAUR-like auxin-responsive protein family	AXX17_At5g66200	Arabidopsis thaliana (Mouse-ear cress)	99	
A0A178URA3	unreviewed	A0A178URA3_ARATH	(thale cress) hypothetical protein	AXX17_At5g02530 AN1_LOCUS21124 AT9943_LOCUS18203 C24_LOCUS21021	Arabidopsis thaliana (Mouse-ear cress)	113	
A0A178URJ4	unreviewed	A0A178URJ4_ARATH	LRP1	AXX17_At5g12070	Arabidopsis thaliana (Mouse-ear cress)	320	
A0A178UTQ4	unreviewed	A0A178UTQ4_ARATH	TET5	AXX17_At4g27110	Arabidopsis thaliana (Mouse-ear cress)	271	
A0A178UU88	unreviewed	A0A178UU88_ARATH	SAUR-like auxin-responsive protein family	At4g12410 AXX17_At4g13960	Arabidopsis thaliana (Mouse-ear cress)	157	
A0A178UUI1	unreviewed	A0A178UUI1_ARATH	Uncharacterized protein	At4g38825 AXX17_At4g44140 AN1_LOCUS20743 C24_LOCUS20640	Arabidopsis thaliana (Mouse-ear cress)	89	
A0A178UUZ8	unreviewed	A0A178UUZ8_ARATH	SAUR_AC1	AXX17_At4g44170 AN1_LOCUS20747	Arabidopsis thaliana (Mouse-ear cress)	89	
A0A178UV00	unreviewed	A0A178UV00_ARATH	(thale cress) hypothetical protein (TET5)	AXX17_At4g27110 AN1_LOCUS19072 AT9943_LOCUS16440 C24_LOCUS18972	Arabidopsis thaliana (Mouse-ear cress)	281	
A0A178UVF5	unreviewed	A0A178UVF5_ARATH	SAUR-like auxin-responsive protein family	AXX17_At4g39770	Arabidopsis thaliana (Mouse-ear cress)	106	
A0A178UVM5	unreviewed	A0A178UVM5_ARATH	AFB4	AXX17_At4g28250	Arabidopsis thaliana (Mouse-ear cress)	623	
A0A178UVQ9	unreviewed	A0A178UVQ9_ARATH	Uncharacterized protein	AXX17_At4g39800	Arabidopsis thaliana (Mouse-ear cress)	105	
A0A178UWH9	unreviewed	A0A178UWH9_ARATH	SAUR-like auxin-responsive protein family	At4g13790 AXX17_At4g15740	Arabidopsis thaliana (Mouse-ear cress)	92	
A0A178UWU1	unreviewed	A0A178UWU1_ARATH	Uncharacterized protein	AXX17_At4g39790	Arabidopsis thaliana (Mouse-ear cress)	94	
A0A178UXT3	unreviewed	A0A178UXT3_ARATH	(thale cress) hypothetical protein (GRH1)	AXX17_At4g03970 AN1_LOCUS17125 AT9943_LOCUS14717 C24_LOCUS16998	Arabidopsis thaliana (Mouse-ear cress)	585	
A0A178UYP7	unreviewed	A0A178UYP7_ARATH	Auxin-responsive protein SAUR32	AXX17_At4g01110 AN1_LOCUS16859 C24_LOCUS16732	Arabidopsis thaliana (Mouse-ear cress)	122	
A0A178UZ62	unreviewed	A0A178UZ62_ARATH	(thale cress) hypothetical protein	At4g34750 AXX17_At4g39740 AT9943_LOCUS17524 C24_LOCUS20209	Arabidopsis thaliana (Mouse-ear cress)	150	
A0A178V0P2	unreviewed	A0A178V0P2_ARATH	SAUR9	AXX17_At4g41270 AN1_LOCUS20461 C24_LOCUS20355	Arabidopsis thaliana (Mouse-ear cress)	104	
A0A178V0W3	unreviewed	A0A178V0W3_ARATH	(thale cress) hypothetical protein	At4g09530 AXX17_At4g10690 AN1_LOCUS17532 AT9943_LOCUS15108	Arabidopsis thaliana (Mouse-ear cress)	103	
A0A178V1V7	unreviewed	A0A178V1V7_ARATH	SAUR-like auxin-responsive protein family	AXX17_At4g39750 AN1_LOCUS20317	Arabidopsis thaliana (Mouse-ear cress)	107	
A0A178V1Y2	unreviewed	A0A178V1Y2_ARATH	TET7	AXX17_At4g32310 AN1_LOCUS19583 C24_LOCUS19476	Arabidopsis thaliana (Mouse-ear cress)	263	
A0A178V211	unreviewed	A0A178V211_ARATH	(thale cress) hypothetical protein	At4g34770 AXX17_At4g39760 AN1_LOCUS20318 AT9943_LOCUS17525 C24_LOCUS20211	Arabidopsis thaliana (Mouse-ear cress)	104	
A0A178V379	unreviewed	A0A178V379_ARATH	Uncharacterized protein	At4g38840 AXX17_At4g44160 AN1_LOCUS20746 C24_LOCUS20643	Arabidopsis thaliana (Mouse-ear cress)	99	
A0A178V3A5	unreviewed	A0A178V3A5_ARATH	TET9	AXX17_At4g34890 AN1_LOCUS19841	Arabidopsis thaliana (Mouse-ear cress)	272	
A0A178V436	unreviewed	A0A178V436_ARATH	SAUR-like auxin-responsive protein family	AXX17_At4g44190 AN1_LOCUS20748 C24_LOCUS20645	Arabidopsis thaliana (Mouse-ear cress)	105	
A0A178V4N0	unreviewed	A0A178V4N0_ARATH	ABP1	AXX17_At4g03670	Arabidopsis thaliana (Mouse-ear cress)	136	
A0A178V508	unreviewed	A0A178V508_ARATH	SAUR-like auxin-responsive protein family	AXX17_At4g26250 AN1_LOCUS18986 C24_LOCUS18885	Arabidopsis thaliana (Mouse-ear cress)	160	
A0A178V510	unreviewed	A0A178V510_ARATH	SAUR-like auxin-responsive protein family	At4g31320 AXX17_At4g35850	Arabidopsis thaliana (Mouse-ear cress)	189	
A0A178V7U4	unreviewed	A0A178V7U4_ARATH	SAUR-like auxin-responsive protein family	At4g34790 AXX17_At4g39780 AN1_LOCUS20319 C24_LOCUS20213	Arabidopsis thaliana (Mouse-ear cress)	108	
A0A178V941	unreviewed	A0A178V941_ARATH	SAUR27	AXX17_At3g03230	Arabidopsis thaliana (Mouse-ear cress)	95	
A0A178VA54	unreviewed	A0A178VA54_ARATH	(thale cress) hypothetical protein (TIR1)	AXX17_At3g57260 AN1_LOCUS16685 AT9943_LOCUS14352 C24_LOCUS16557	Arabidopsis thaliana (Mouse-ear cress)	594	
A0A178VAL1	unreviewed	A0A178VAL1_ARATH	SAUR-like auxin-responsive protein family	AXX17_At3g56200 C24_LOCUS16448	Arabidopsis thaliana (Mouse-ear cress)	126	
A0A178VAS7	unreviewed	A0A178VAS7_ARATH	SRS6	AXX17_At3g48860	Arabidopsis thaliana (Mouse-ear cress)	121	
A0A178VC16	unreviewed	A0A178VC16_ARATH	SAUR-like auxin-responsive protein family	SAUR57 SMALL AUXIN UPREGULATED RNA 57 At3g53250	Arabidopsis thaliana (Mouse-ear cress)	124	AT3G53250;
A0A178VCM3	unreviewed	A0A178VCM3_ARATH	SRS6	AXX17_At3g48860	Arabidopsis thaliana (Mouse-ear cress)	183	
A0A178VCN2	unreviewed	A0A178VCN2_ARATH	SAUR-like auxin-responsive protein family	AXX17_At3g55070	Arabidopsis thaliana (Mouse-ear cress)	170	
A0A178VCX6	unreviewed	A0A178VCX6_ARATH	(thale cress) hypothetical protein (TET6)	AXX17_At3g12050 AN1_LOCUS12534 AT9943_LOCUS10778 C24_LOCUS12364	Arabidopsis thaliana (Mouse-ear cress)	282	
A0A178VD95	unreviewed	A0A178VD95_ARATH	SAUR-like auxin-responsive protein family	AXX17_At3g36200 AN1_LOCUS14634 C24_LOCUS14515	Arabidopsis thaliana (Mouse-ear cress)	160	
A0A178VDU5	unreviewed	A0A178VDU5_ARATH	(thale cress) hypothetical protein (SAUR72)	AXX17_At3g12890 AN1_LOCUS12610 AT9943_LOCUS10851 C24_LOCUS12441	Arabidopsis thaliana (Mouse-ear cress)	132	
A0A178VEY7	unreviewed	A0A178VEY7_ARATH	TET6	AXX17_At3g12050	Arabidopsis thaliana (Mouse-ear cress)	285	
A0A178VFM0	unreviewed	A0A178VFM0_ARATH	SAUR-like auxin-responsive protein family	AXX17_At3g45480	Arabidopsis thaliana (Mouse-ear cress)	106	
A0A178VGF7	unreviewed	A0A178VGF7_ARATH	(thale cress) hypothetical protein (AFB2)	AXX17_At3g29160 AN1_LOCUS14172 AT9943_LOCUS12145	Arabidopsis thaliana (Mouse-ear cress)	575	
A0A178VGX9	unreviewed	A0A178VGX9_ARATH	STY1	AXX17_At3g45340 AN1_LOCUS15466	Arabidopsis thaliana (Mouse-ear cress)	372	
A0A178VIX3	unreviewed	A0A178VIX3_ARATH	SAUR26	AXX17_At3g03240	Arabidopsis thaliana (Mouse-ear cress)	94	
A0A178VKR5	unreviewed	A0A178VKR5_ARATH	SAUR-like auxin-responsive protein family	AXX17_At3g13050 AN1_LOCUS12625	Arabidopsis thaliana (Mouse-ear cress)	139	
A0A178VL24	unreviewed	A0A178VL24_ARATH	(thale cress) hypothetical protein	At2g28085 AXX17_At2g24060 AN1_LOCUS9206 AT9943_LOCUS7888 C24_LOCUS9055	Arabidopsis thaliana (Mouse-ear cress)	124	
A0A178VNK4	unreviewed	A0A178VNK4_ARATH	TET3	AXX17_At3g39420 AN1_LOCUS14885	Arabidopsis thaliana (Mouse-ear cress)	285	
A0A178VNV7	unreviewed	A0A178VNV7_ARATH	SAUR-like auxin-responsive protein family	AXX17_At2g16680 AN1_LOCUS8498 C24_LOCUS8348	Arabidopsis thaliana (Mouse-ear cress)	104	
A0A178VP68	unreviewed	A0A178VP68_ARATH	SAUR-like auxin-responsive protein family	At2g37030 AXX17_At2g33800 AN1_LOCUS10160 C24_LOCUS10007	Arabidopsis thaliana (Mouse-ear cress)	124	
A0A178VPI9	unreviewed	A0A178VPI9_ARATH	SAUR-like auxin-responsive protein family	AXX17_At2g13330	Arabidopsis thaliana (Mouse-ear cress)	112	
A0A178VPS3	unreviewed	A0A178VPS3_ARATH	(thale cress) hypothetical protein (TET2)	AXX17_At2g14920 AT9943_LOCUS7143 C24_LOCUS8166	Arabidopsis thaliana (Mouse-ear cress)	270	
A0A178VPX2	unreviewed	A0A178VPX2_ARATH	SRS3	AXX17_At2g16880 C24_LOCUS8367	Arabidopsis thaliana (Mouse-ear cress)	175	
A0A178VQ70	unreviewed	A0A178VQ70_ARATH	Uncharacterized protein	AXX17_At2g12760	Arabidopsis thaliana (Mouse-ear cress)	396	
A0A178VRU6	unreviewed	A0A178VRU6_ARATH	Uncharacterized protein	At2g21210 AXX17_At2g16670 AN1_LOCUS8497 C24_LOCUS8347	Arabidopsis thaliana (Mouse-ear cress)	98	
A0A178VSY0	unreviewed	A0A178VSY0_ARATH	(thale cress) hypothetical protein (SAUR36)	AXX17_At2g42780 AN1_LOCUS11041 AT9943_LOCUS9496 C24_LOCUS10880	Arabidopsis thaliana (Mouse-ear cress)	162	
A0A178VSZ5	unreviewed	A0A178VSZ5_ARATH	SAUR-like auxin-responsive protein family	At2g24400 AXX17_At2g20060 AN1_LOCUS8823	Arabidopsis thaliana (Mouse-ear cress)	178	
A0A178VVJ8	unreviewed	A0A178VVJ8_ARATH	IBR5	AXX17_At2g03700	Arabidopsis thaliana (Mouse-ear cress)	257	
A0A178VVS9	unreviewed	A0A178VVS9_ARATH	SRS4	AXX17_At2g13440 AN1_LOCUS8173	Arabidopsis thaliana (Mouse-ear cress)	222	
A0A178VWY3	unreviewed	A0A178VWY3_ARATH	TET14	AXX17_At2g00980	Arabidopsis thaliana (Mouse-ear cress)	260	
A0A178VX85	unreviewed	A0A178VX85_ARATH	SRS4	AXX17_At2g13440	Arabidopsis thaliana (Mouse-ear cress)	220	
A0A178VXB2	unreviewed	A0A178VXB2_ARATH	Auxin-responsive protein	AXX17_At2g00170	Arabidopsis thaliana (Mouse-ear cress)	170	
A0A178VXK7	unreviewed	A0A178VXK7_ARATH	(thale cress) hypothetical protein	At2g36210 AXX17_At2g32860 AN1_LOCUS10073 AT9943_LOCUS8636	Arabidopsis thaliana (Mouse-ear cress)	135	
A0A178VXT2	unreviewed	A0A178VXT2_ARATH	Auxin-responsive protein SAUR32	AXX17_At2g44380 AN1_LOCUS11197 C24_LOCUS11034	Arabidopsis thaliana (Mouse-ear cress)	121	
A0A178VY18	unreviewed	A0A178VY18_ARATH	SAUR-like auxin-responsive protein family	AXX17_At2g11650	Arabidopsis thaliana (Mouse-ear cress)	108	
A0A178VYI5	unreviewed	A0A178VYI5_ARATH	TET8	AXX17_At2g19450 AN1_LOCUS8762 C24_LOCUS8610	Arabidopsis thaliana (Mouse-ear cress)	273	
A0A178VYZ9	unreviewed	A0A178VYZ9_ARATH	Auxin-responsive protein	AXX17_At2g00170	Arabidopsis thaliana (Mouse-ear cress)	172	
A0A178VZC9	unreviewed	A0A178VZC9_ARATH	PPS	AXX17_At2g40000	Arabidopsis thaliana (Mouse-ear cress)	693	
A0A178VZM9	unreviewed	A0A178VZM9_ARATH	TET13	AXX17_At2g02800 AN1_LOCUS7426	Arabidopsis thaliana (Mouse-ear cress)	278	
A0A178VZW5	unreviewed	A0A178VZW5_ARATH	SRS7	AXX17_At1g20760 C24_LOCUS2028	Arabidopsis thaliana (Mouse-ear cress)	345	
A0A178W098	unreviewed	A0A178W098_ARATH	(thale cress) hypothetical protein	AXX17_At2g31860 AT9943_LOCUS8545	Arabidopsis thaliana (Mouse-ear cress)	121	
A0A178W0A2	unreviewed	A0A178W0A2_ARATH	Uncharacterized protein	At2g21200 AXX17_At2g16660 AN1_LOCUS8496 C24_LOCUS8346	Arabidopsis thaliana (Mouse-ear cress)	86	
A0A178W1I1	unreviewed	A0A178W1I1_ARATH	SAUR-like auxin-responsive protein family	SAUR58 SMALL AUXIN UPREGULATED RNA 58 At1g43040 F2H10.1 F2H10_1	Arabidopsis thaliana (Mouse-ear cress)	107	AT1G43040;
A0A178W2L8	unreviewed	A0A178W2L8_ARATH	(thale cress) hypothetical protein	AXX17_At1g18200 AN1_LOCUS1869 AT9943_LOCUS1497	Arabidopsis thaliana (Mouse-ear cress)	131	
A0A178W333	unreviewed	A0A178W333_ARATH	Uncharacterized protein	At1g13670 AXX17_At1g14210 AN1_LOCUS1482 C24_LOCUS1398	Arabidopsis thaliana (Mouse-ear cress)	225	
A0A178W344	unreviewed	A0A178W344_ARATH	Uncharacterized protein	AXX17_At1g29840	Arabidopsis thaliana (Mouse-ear cress)	159	
A0A178W445	unreviewed	A0A178W445_ARATH	SAUR-like auxin-responsive protein family	AXX17_At1g29890 C24_LOCUS2900	Arabidopsis thaliana (Mouse-ear cress)	102	
A0A178W4L3	unreviewed	A0A178W4L3_ARATH	SAUR-like auxin-responsive protein family	AXX17_At1g70040 AN1_LOCUS6598 C24_LOCUS6484	Arabidopsis thaliana (Mouse-ear cress)	108	
A0A178W6G3	unreviewed	A0A178W6G3_ARATH	Uncharacterized protein	AXX17_At1g29760	Arabidopsis thaliana (Mouse-ear cress)	132	
A0A178W842	unreviewed	A0A178W842_ARATH	SAUR68	AXX17_At1g29910 C24_LOCUS2902	Arabidopsis thaliana (Mouse-ear cress)	143	
A0A178W9C0	unreviewed	A0A178W9C0_ARATH	(thale cress) hypothetical protein (SAUR40)	AXX17_At1g73880 AN1_LOCUS6963 AT9943_LOCUS5892 C24_LOCUS6849	Arabidopsis thaliana (Mouse-ear cress)	134	
A0A178WA56	unreviewed	A0A178WA56_ARATH	(thale cress) hypothetical protein	AXX17_At1g29830 AT9943_LOCUS2461	Arabidopsis thaliana (Mouse-ear cress)	132	
A0A178WAX3	unreviewed	A0A178WAX3_ARATH	(thale cress) hypothetical protein	AXX17_At1g71000 AT9943_LOCUS5658	Arabidopsis thaliana (Mouse-ear cress)	347	
A0A178WBQ4	unreviewed	A0A178WBQ4_ARATH	(thale cress) hypothetical protein	AXX17_At1g20810 AT9943_LOCUS1720 C24_LOCUS2032	Arabidopsis thaliana (Mouse-ear cress)	153	
A0A178WCY0	unreviewed	A0A178WCY0_ARATH	(thale cress) hypothetical protein	AXX17_At1g70050 AN1_LOCUS6599 AT9943_LOCUS5578	Arabidopsis thaliana (Mouse-ear cress)	154	
A0A178WD11	unreviewed	A0A178WD11_ARATH	Uncharacterized protein	AXX17_At1g29770 C24_LOCUS2893	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A178WDA4	unreviewed	A0A178WDA4_ARATH	(thale cress) hypothetical protein (SAUR71)	AXX17_At1g50830 AT9943_LOCUS4052 C24_LOCUS4645	Arabidopsis thaliana (Mouse-ear cress)	110	
A0A178WE07	unreviewed	A0A178WE07_ARATH	(thale cress) hypothetical protein	AXX17_At1g65290 AN1_LOCUS6149 AT9943_LOCUS5194 C24_LOCUS6038	Arabidopsis thaliana (Mouse-ear cress)	457	
A0A178WF04	unreviewed	A0A178WF04_ARATH	(thale cress) hypothetical protein	AXX17_At1g48640 AT9943_LOCUS3875	Arabidopsis thaliana (Mouse-ear cress)	366	
A0A178WFK2	unreviewed	A0A178WFK2_ARATH	(thale cress) hypothetical protein (AFB3)	AXX17_At1g13240 AN1_LOCUS1391 AT9943_LOCUS1092 C24_LOCUS1307	Arabidopsis thaliana (Mouse-ear cress)	577	
A0A178WFM7	unreviewed	A0A178WFM7_ARATH	TET11	AXX17_At1g19440	Arabidopsis thaliana (Mouse-ear cress)	272	
A0A178WFV8	unreviewed	A0A178WFV8_ARATH	SAUR63	AXX17_At1g29780	Arabidopsis thaliana (Mouse-ear cress)	134	
A0A178WJK4	unreviewed	A0A178WJK4_ARATH	Tetraspanin10	TET10 tetraspanin10 At1g63260 F9N12.12 F9N12_12	Arabidopsis thaliana (Mouse-ear cress)	211	AT1G63260;
A0A178WK30	unreviewed	A0A178WK30_ARATH	Uncharacterized protein	AXX17_At1g29900 AN1_LOCUS2995	Arabidopsis thaliana (Mouse-ear cress)	135	
A0A178WKK6	unreviewed	A0A178WKK6_ARATH	TET16	AXX17_At1g19430	Arabidopsis thaliana (Mouse-ear cress)	238	
A0A178WKX9	unreviewed	A0A178WKX9_ARATH	(thale cress) hypothetical protein (TET10)	AXX17_At1g56700 AT9943_LOCUS4493	Arabidopsis thaliana (Mouse-ear cress)	264	
A0A178WLB5	unreviewed	A0A178WLB5_ARATH	(thale cress) hypothetical protein	AXX17_At1g66600 AN1_LOCUS6276 AT9943_LOCUS5304 C24_LOCUS6165	Arabidopsis thaliana (Mouse-ear cress)	119	
A0A178WLT6	unreviewed	A0A178WLT6_ARATH	(thale cress) hypothetical protein (TET17)	AXX17_At1g68400 AN1_LOCUS6442 AT9943_LOCUS5443 C24_LOCUS6333	Arabidopsis thaliana (Mouse-ear cress)	248	
A0A178WMF2	unreviewed	A0A178WMF2_ARATH	SAUR-like auxin-responsive protein family	At1g20470 AXX17_At1g21420 AN1_LOCUS2178 C24_LOCUS2089	Arabidopsis thaliana (Mouse-ear cress)	146	
A0A178WMN7	unreviewed	A0A178WMN7_ARATH	(thale cress) hypothetical protein (SAUR41)	AXX17_At1g17290 AN1_LOCUS1783 AT9943_LOCUS1423 C24_LOCUS1697	Arabidopsis thaliana (Mouse-ear cress)	147	
A0A178WMR7	unreviewed	A0A178WMR7_ARATH	SAUR-like auxin-responsive protein family	AXX17_At1g70650	Arabidopsis thaliana (Mouse-ear cress)	123	
A0A178WNG5	unreviewed	A0A178WNG5_ARATH	SAUR-like auxin-responsive protein family	AXX17_At1g20790 C24_LOCUS2030	Arabidopsis thaliana (Mouse-ear cress)	117	
A0A1I9LNY5	unreviewed	A0A1I9LNY5_ARATH	Tetraspanin3	TET3 tetraspanin3 At3g45600	Arabidopsis thaliana (Mouse-ear cress)	201	AT3G45600;
A0A1I9LQF0	unreviewed	A0A1I9LQF0_ARATH	SAUR-like auxin-responsive protein family	SAUR57 SMALL AUXIN UPREGULATED RNA 57 At3g53250	Arabidopsis thaliana (Mouse-ear cress)	155	AT3G53250;
A0A1P8AMQ0	unreviewed	A0A1P8AMQ0_ARATH	SAUR-like auxin-responsive protein family	SAUR65 SMALL AUXIN UPREGULATED RNA 65 At1g29460 F15D2.35 F15D2_35	Arabidopsis thaliana (Mouse-ear cress)	186	AT1G29460;
A0A1P8AN98	unreviewed	A0A1P8AN98_ARATH	SAUR-like auxin-responsive protein family	SAUR61 SMALL AUXIN UPREGULATED RNA 61 At1g29420 F15D2.32 F15D2_32	Arabidopsis thaliana (Mouse-ear cress)	181	AT1G29420;
A0A1P8ANL3	unreviewed	A0A1P8ANL3_ARATH	Tetraspanin10	TET10 tetraspanin10 At1g63260 F9N12.12 F9N12_12	Arabidopsis thaliana (Mouse-ear cress)	218	AT1G63260;
A0A1P8AYM3	unreviewed	A0A1P8AYM3_ARATH	SAUR-like auxin-responsive protein family	SAUR6 SMALL AUXIN UPREGULATED RNA 6 At2g21210 F26H11.3 F26H11_3	Arabidopsis thaliana (Mouse-ear cress)	165	AT2G21210;
A0A1P8AZ09	unreviewed	A0A1P8AZ09_ARATH	SHI-related sequence3	SRS3 SHI-related sequence3 At2g21400 F3K23.16 F3K23_16	Arabidopsis thaliana (Mouse-ear cress)	190	AT2G21400;
A0A1P8AZ48	unreviewed	A0A1P8AZ48_ARATH	SHI-related sequence3	SRS3 SHI-related sequence3 At2g21400 F3K23.16 F3K23_16	Arabidopsis thaliana (Mouse-ear cress)	175	AT2G21400;
A0A1P8AZ68	unreviewed	A0A1P8AZ68_ARATH	SHI-related sequence3	SRS3 SHI-related sequence3 At2g21400 F3K23.16 F3K23_16	Arabidopsis thaliana (Mouse-ear cress)	189	AT2G21400;
A0A384KDF9	unreviewed	A0A384KDF9_ARATH	SAUR29	AXX17_At3g03210 AN1_LOCUS11662 C24_LOCUS11500	Arabidopsis thaliana (Mouse-ear cress)	96	
A0A384KS06	unreviewed	A0A384KS06_ARATH	SAUR-like auxin-responsive protein family	AXX17_At1g39110	Arabidopsis thaliana (Mouse-ear cress)	107	
A0A384L7T8	unreviewed	A0A384L7T8_ARATH	TET10	AXX17_At1g56700	Arabidopsis thaliana (Mouse-ear cress)	211	
A0A384LF41	unreviewed	A0A384LF41_ARATH	(thale cress) hypothetical protein	At3g09870 AXX17_At3g09540 AN1_LOCUS12287 AT9943_LOCUS10562 C24_LOCUS12120	Arabidopsis thaliana (Mouse-ear cress)	113	
A0A384LQD2	unreviewed	A0A384LQD2_ARATH	(thale cress) hypothetical protein	AXX17_At3g47650 AN1_LOCUS15694 AT9943_LOCUS13500 C24_LOCUS15578	Arabidopsis thaliana (Mouse-ear cress)	124	
A0A5S9UU75	unreviewed	A0A5S9UU75_ARATH	Uncharacterized protein	C24_LOCUS1785	Arabidopsis thaliana (Mouse-ear cress)	131	
A0A5S9V1R6	unreviewed	A0A5S9V1R6_ARATH	Tetraspanin-16	C24_LOCUS1901	Arabidopsis thaliana (Mouse-ear cress)	248	
A0A5S9V1T6	unreviewed	A0A5S9V1T6_ARATH	Tetraspanin-11	C24_LOCUS1902	Arabidopsis thaliana (Mouse-ear cress)	272	
A0A5S9WAI8	unreviewed	A0A5S9WAI8_ARATH	Uncharacterized protein	C24_LOCUS2894	Arabidopsis thaliana (Mouse-ear cress)	142	
A0A5S9WAK8	unreviewed	A0A5S9WAK8_ARATH	Uncharacterized protein	C24_LOCUS2896	Arabidopsis thaliana (Mouse-ear cress)	146	
A0A5S9WB30	unreviewed	A0A5S9WB30_ARATH	Uncharacterized protein	C24_LOCUS2901	Arabidopsis thaliana (Mouse-ear cress)	135	
A0A5S9WDH0	unreviewed	A0A5S9WDH0_ARATH	Uncharacterized protein	C24_LOCUS2892	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A5S9WF15	unreviewed	A0A5S9WF15_ARATH	Uncharacterized protein	C24_LOCUS2895	Arabidopsis thaliana (Mouse-ear cress)	141	
A0A5S9WJV3	unreviewed	A0A5S9WJV3_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS3578	Arabidopsis thaliana (Mouse-ear cress)	107	
A0A5S9WT02	unreviewed	A0A5S9WT02_ARATH	Tetraspanin-10	C24_LOCUS5142	Arabidopsis thaliana (Mouse-ear cress)	264	
A0A5S9WUP8	unreviewed	A0A5S9WUP8_ARATH	Uncharacterized protein	C24_LOCUS6485	Arabidopsis thaliana (Mouse-ear cress)	154	
A0A5S9WUW8	unreviewed	A0A5S9WUW8_ARATH	Uncharacterized protein	C24_LOCUS6578	Arabidopsis thaliana (Mouse-ear cress)	399	
A0A5S9WWF2	unreviewed	A0A5S9WWF2_ARATH	Uncharacterized protein	C24_LOCUS7129	Arabidopsis thaliana (Mouse-ear cress)	260	
A0A5S9WXA1	unreviewed	A0A5S9WXA1_ARATH	Uncharacterized protein	C24_LOCUS7301	Arabidopsis thaliana (Mouse-ear cress)	258	
A0A5S9WZ19	unreviewed	A0A5S9WZ19_ARATH	Uncharacterized protein	AN1_LOCUS8104 C24_LOCUS7949	Arabidopsis thaliana (Mouse-ear cress)	396	
A0A5S9WZ67	unreviewed	A0A5S9WZ67_ARATH	Uncharacterized protein	C24_LOCUS8018	Arabidopsis thaliana (Mouse-ear cress)	222	
A0A5S9X0Z2	unreviewed	A0A5S9X0Z2_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS8675	Arabidopsis thaliana (Mouse-ear cress)	178	
A0A5S9X4G3	unreviewed	A0A5S9X4G3_ARATH	SAUR-like auxin-responsive protein family	C24_LOCUS9919	Arabidopsis thaliana (Mouse-ear cress)	135	
A0A5S9X6E8	unreviewed	A0A5S9X6E8_ARATH	COI1 F-box domain-containing protein	C24_LOCUS10607	Arabidopsis thaliana (Mouse-ear cress)	693	
A0A5S9X8U8	unreviewed	A0A5S9X8U8_ARATH	Uncharacterized protein	C24_LOCUS11504	Arabidopsis thaliana (Mouse-ear cress)	95	
A0A5S9X8V0	unreviewed	A0A5S9X8V0_ARATH	Uncharacterized protein	C24_LOCUS11506	Arabidopsis thaliana (Mouse-ear cress)	95	
A0A5S9X8Y2	unreviewed	A0A5S9X8Y2_ARATH	Uncharacterized protein	C24_LOCUS11505	Arabidopsis thaliana (Mouse-ear cress)	94	
